,city,mentions,lat,lon,latlon,url,photo_ids,population
0,Kingsville,1,42.0378703,-82.7396377,"(42.0378703, -82.7396377)","""https://maps.google.com/?q=Kingsville,+ON,+Canada&ftid=0x883ac2c6ce9e0d9f:0xb339d822151640e7""","[""AZose0m2vm_CS4b3WNHcqrCkKoW7uhih_9tAvRRicw-ApfEYCtIO4KyPvHnkLcE7y0eAMP3UU4S9mYQ4joLrSmMGRfxT7WgxE-YLOikAjuE9UtKUMBWzJQsfcCAgBkOswfRoSUojPMtlcnsIiWo3MvCUgJhgyAMpTPIqKkB2QiDEmXt_I8uE"", ""AZose0mR9QEetzM4Q9nzC_j1qM_y60DpUPaxRA00SHBG3-gabuLCx-bK8kOQHy7FErWZt4_NEoWAXNnW9R6A8XyKwuhRmvMhA6SM7A-RsInh1LxORJEanGBve-ZBQmUypCzIqVF6vCR2su125TjpO7eGc5NrcXZxi4kpaWsN9H0duxPe5k67"", ""AZose0lP6A20OryQ2RpQIFUcxarP6HTWZ1bqQkdv1XH5mpbFLSD6rrx9_dRUQDiWOOpl90xS0nKfazJ7e1KPh-tkvTjP38TSnwk8ZG1EgzOKGI53gbpAhO8bojJQnGmHJMJp5LdZ7qfe1D2-uEzB3ovHGH66IXKITMPNkZep43faEActPk-2"", ""AZose0kjVCxiSAojpqijut4uXJy1fbCBf1aGa530KtlIPvxm_CjCbWNjliWQu7Fzlx7D5SkmQV615zKw0QBA3D50xa3Qz1ifPYL02l7vWyEOEbj7d1MxbkPAWa5YcDYPK7KQ3ZMHStREKdxaZwuZlh0zA5sz7tfOV7hltO1e6EXcbMUDhnb5"", ""AZose0lWt-_2c-1-EvHtQWJbSFzsTBEktuwNMft0yzEb852ewGyf-jMq0Rt7I4EJTuHBa4u_rHhCrK4-mgxL4a7WCVPMqruthC9EjkbowcB0fO5lNwhj852GMkGVrh_5KEMOqrvkloCBFvAr0ZCMoEE0HzACHU_rvf4OJWgaBe-bIDVWlzsa"", ""AZose0nNeGxWNsJswHtZ_FHs2OyZKZO8ERUrZnuuiEz3ljz5AsB3R0kM3mKSA5eB8PqOuCId9GYVwsADkGrHqQiEJ6NvUH4X0dvD3wSjk7uGYLY9jk7iSGmPKxE-fpP6GpRMj98XCowosYUDvUVStfBuu4b3AlQhIdc1Ax0SfGMeLRfPlbxz"", ""AZose0k4Z2tyQ8R76gBy8iI9_i4M2FgpcL2TYIZJBe6BPoBcgzOiuhfo90G_Hd6QRXIbaBy9mTYwq7HfqkAkmsVLS7BKkgrpi9-vqIB0yNTHBVAN4mWBWiyTbkfpyh-sFJBLwOM_pFjuLN96uN_OMVBVGlELVvBhH9_8Gfk-VubRgd8ZhVPG"", ""AZose0nK3q5NvGdj0ZPsma00Bs4LlCxJZYSzjaK8nIFMpkehJOcjfkCdRq5zgH5fehwTbxD9_YMwEzaIs_yOl4G01jDHNmFKno3KiwZ0JuGQFhcbh9cDyyP8o57m1iQntypW5cIRnxUZuOQwUtD3Pp2DWLPog1PlNXLu2y456C7m2bMB8uPy"", ""AZose0nadBkQOZZ09d-2Icvm7zd19D_BGk1D_KpifIpGSXPN9N3pjMYy1KXJWkc7dVA2aWC6-FB3daQRzfLKH-meam2PuLggOt2JA--ny2JyOK4MViKmDQnZQBWaEQu8w6AFn1mUQ5NHCDmwEgO68lyHkqU4-ABRlALmFpcdh1C0wceuKtNg"", ""AZose0lJ_wtduKQcza6Wt-Y7QAQtVoYqdSCRo4q0aJ-cIYYAE1qMpqehKLdMjarTtELlpDcRrBSx1_-sOkY6EuhqfnNB7f6fwIa9DiVNh5nSV9I1ytlOAfjVMRqSLgx4-87lxhnPXhH4NUCcDwiTmNq_yUwOfkewnS-Dw_ZG-dr5NjTKGH6W""]","25,402"
1,Leamington,1,42.0530892,-82.59980019999999,"(42.0530892, -82.59980019999999)","""https://maps.google.com/?q=Leamington,+ON,+Canada&ftid=0x883aeb2227a19191:0x884d1175b900d3fc""","[""AZose0kdvz_vIAaGRRtqhPc5wUhHPhDhDR8xeDCxmNz_nBFxA8dWxwoXz7_nCJRX8jwUukLepvfpGtMJDJEAg8L1363ITpgwJxjhwH1S-Yae1w7y-zgHxfrcgc7is0M0M5HqzF3nndQx5TVh68QqM7F76E1hzuC8cRvVRXKbkdEw1KjRMAlY"", ""AZose0kS66P4Y1f1Pr9Pvv4XnSPXApAu86KKxiTEhdHDx3dG82ju20sEQRImAVz0NYx-QkyoTdvKC32D9L6s_viE5OD6FAgUOiHyJO6UfN3wd2Ro9sCbgYdI5LGyoH2VQAR9SO9jX-2tdqJY4Fbl3lZ5fnaMzHiCkPH2Qsl6eNwaJJL1A6HW"", ""AZose0mtx-r5YKPbD9E_0Tek7d191sK04_VVlxafK2ocfz1HjTHRfUXTReOoGNdWOFAz_U1oLh4-0wUAEaU6ux_BNW_LV_o7Fqzk-1eJUS5Q2_B74UzxTByP6cPuf4gsu_76m7aXmqD_dZ8w6mWHGhfuTjA8Vb3lkLAsm5Q1bNNexNzMwFxq"", ""AZose0mUESmoKe9F0JoPXq47U5K5z8DgPpvcEAqyx5YiSmouSoNsqwY97VV2fv2zCraqNuHFXa3DcDt4kkrcmHTK3ewbo7cnRY53t3DxvOrDDlhQ38THPPBAE4SEOrgoRNBzMTGi3yFj3Ptr49XYSRC2dGwfeadXQ3Ov4Hr-wb3HCRclXKlS"", ""AZose0n-MENAR7ZEFm8uLTCF98IhzlJsyTCVb2MuR9tt_ZJI1Zs-FMz2DNA9V9NME8UETaUoE-AyQ9T_mKuRj1HXXBwsJO00Fn1fwxmzherKK4h0_qAeHgpqAkr8uMaBqd-uJ5XJZb0XY0KTotQ-aej2JYXHE9nJCuzC7LW19Ztn0oxQUXyc"", ""AZose0nJvdlOeAgogs_FzOEncjBuh2dyDALDNrhZx8HBkmY_Eho4uWPsv-5Xk2hdNgXj7bIN95tqixP8o7hfOjK7UM8xvwFYqsBI7rOfCDPc2Qz2WaO-ppylypkuQw1h2tpZaldBEcUSc2MEg6v2NobJHCvaSkS2FsoyyGhLaLghq15RHIDp"", ""AZose0mZOco5V9vnoIdFl3ottEBjoU9Wr9AmVCExsjvf8Tdi1pVv9AQdDpbHZxP8JGzVghEoTnkS6K6n7MdnoBixwg38bytU7iWeCAW_1rzs4D8lExfYfnCcauLqOTjS1-O4_01H7-5nWfd7N_M3zPft23WLgs60vkEEWvPeuRsdqpgNUB5f"", ""AZose0kg9nqFgBzxnHNott9snrm573so2AXyhk7pAlqZ00A7Evx9Cw0NtoTaXqfn1LDL_s5VlBkEw4kSZsenBeVBbNQKomJVl6BqgQZZu2RaVjtBMAascODXkzsgRWxX2TfLNUxSezgGGZIxk48_k5PaPXchvnWD1x5q6QpqFFQFTkRF_g9j"", ""AZose0lYqTt4TpgCVFbJjtQs11F6iZM0hdh6yRH9aqLHWsDeg1qrH1mx34aPdcSmkW-v_H73USskQUIXL3iOX_-FeRpDI_FxdtOI3iOC5ag1k5RG4rqtSDC8iMB8sqEekWlnAh2A5RcjvJrJPmsvW0aSB-7ix4ek33JG3auYvyHFTe2-qwr2"", ""AZose0k_avt3PdbqJL4saUgt7DZau5T64A9uSQvq-6NYeF4J6kufpjco30jJm5YinIKZYqk1iwixRc7jlNsd8Nrhwd5qpOJDqiffnQ5AqPezLejMG4QXu8toc8nTxYVBLcKqODtOWc7aAEAnnJAXXvkfT9EBCBoC7IplY6MRjpNmB6qHiCYR""]","27,595"
2,Amherstburg,4,42.1013779,-83.1086977,"(42.1013779, -83.1086977)","""https://maps.google.com/?q=Amherstburg,+ON,+Canada&ftid=0x883b2354c0371557:0x8061d1f734979b81""","[""AZose0mH8OyqNyR6uk6NmEFhT5sTsTe_L0RZG8we2stz_NhTBr4JerKTZygHpo6uJwZGsu_LpxoPj9klH-r4twK2iZbZdxOwJrBr2QOyEMWDH7M3wYfLkxVaPP5riup8-umFMEF-fiGTGrG5PUTA4Equ3Qk0b2KRazoLMeUfX1SE9czc2ASE"", ""AZose0kF6Sh7P-UOF6d0hsY3i5ZU2-j0ZO7ndxdPRtmN5-ySbA_TQOxtVahXAkn5UsstMRbe6fl3OYhXBwf67fMUfo1IA7wQ7xV1NhoSAeVMCtuBa_jTMx6_PuKCkTN1V1dgfhdklabK7ngKn6ZVqoDOyL5126Q_uXS5j7hI7ilb6sk5z_Ay"", ""AZose0mjblOrwBlV2UdBlP2RyMm5VpfQ2eX20_zZqEpbL9hkkGAHhqpCLqCZUJKjakiAj5b2O1m4w_tIlsga5LFD_tnqoErIaRsHSHSVZCJMdZK_10upIdgGfP9CTIC9LbvuI61QoWMWZttJ8I6bdl9oL6UPkW7w76QPxeFHwVY4yYlN8O1F"", ""AZose0lnpX-PptAa_R0mtpXYTTRp40_T6wC0F1hKeU6L8hKcX8nh9J-RAeGKT5ocIaGStMRJV0o8-czkLs7V_adX8MV27e-sueoBtpeYQO6aisNbZhOfs41UwSmOPMn4_RKNFSOCaaGihAS-M0LLRDELcrdnKZkJKyhrxg_PomqMLd_OzMcJ"", ""AZose0lMqysja0FMgbmTxhnveY0YqeAOGleoFdYvGQmAZoqqGliMM7xkbkEeyufEhZU63cMyRP_hCBJho1mGGI8TfSOMvSsxg4jvTxGrQ2CXQLDoYx1WXzv_gr-_FDNpdv_tBxj0OgyURxquWi6d3IaP__qtsgAtALc5XGFBU2UJv7Rab90W"", ""AZose0l9219IWZBJiF5J2ZhCjSGQQdRKxT5iAPW612EqNm9_9L0zCRQ1pfB-lh0A6g2wBj8TMOUbFVj0Tpjxyv3kt1xwcnei4naS3EAG7Z6SEE9JwgKU49vvh949UayQxTZH6EUKsBZ24goZId0f-a4cf37Kvi6FEm5wCNWdwIh0U21HF4LV"", ""AZose0n9S-_2VHgNYpngIh76gTuyq8eDjcmQ64LLM9Dp1SZ4ng1zM9t-fiwTNZP5mh8pvL0GT8KeGTVqYYmetv4QHZbBatBAKyBxJmChTtjWsU9YpsJF665nGhjAkaRxCB5CQGgKUqVZBok1xztGRbKYE1m0XhvdCXEY368sTrUACL8ZBnQd"", ""AZose0l4WZZi3UGzjpsySwwi4g5Aff-owHqNRbFb08RC9OR6cuNCq2rMwwiLVVxcoIfhpJkgPvegaz5SZzicGrOX5Xvk4hjv1YVXrOFqcEjBd85dpNzoKR9wff92c6-DTEuir7CAXP-6EqK66XXCDF3-JnWDH9HQ7JeI4sCyt1RiHQ1a4QtN"", ""AZose0lS80KYLWzmeCYyvVZN914Lx10y4MgcvSPO5pryiA9miR7WVM1HhEFuu47PzwkQG_3-6qsi3FnZIFje6duB-nnMxXuxHu4CCbYD2wGd-lYnqpbxkHEibxWhfNKmksycO8pLWXCoMJEbV-Dl5uIJdvE8S-L468ewf0CgaYRWQnaEQQdg"", ""AZose0ms3hE9AUnHfRkmO7qL5WlDbT0ZUdXXYJ170Gt5YB5rMpU5Bv3p4lpjdTBLFRZqFZdeArPdx0fNM0pA1H9bdU92veQ9zsS_mc4pBiJ0tfrII88R9pXWien1vqfWuLn56OEe6AryG-nz2rdnYJezrZ2-6Sy23Qz_LRb7rWICLfOwveQv""]","21,936"
3,Windsor,3,42.3149367,-83.03636329999999,"(42.3149367, -83.03636329999999)","""https://maps.google.com/?q=Windsor,+ON,+Canada&ftid=0x883b2ac1b54f886b:0xb66cd49527fcdc51""","[""AZose0l2KcJfRScK-3SCVmF5gKc6hxa6Zc4m9bo8VwUacgmiJo5MpsDd6llB3xsYtDCuBvzu-5wx08qh82KfDTA-STEVvQEPsjdRsXBYaOKxGnltNW7wkfh0MR6Gg956OYt9OxNhgspvOR7zDZ4g3VBpoRk11nq7sTnK-20mV7b0td8CKehH"", ""AZose0ny1TBiqlGCFwSrQnqREOuZxJZm74qiKjQgZN8UqqT8xFxPzC5BubfQrbohyf3GT3-jTwlMhgy9PNXTejWuyjXL8JGLK5smYG4dloXp7o5GcnrScS-z-_wA8Wgrshu23RnZucl5zGalkykX_TvBn2Ezfp-cPqHa6nS9dasMaPa0zDA1"", ""AZose0nUGzrzy3UOaWfvkKhH_WR7cIZpIAqebsb4RuY4YXb_1LQBQVwphlH70bXQzSmESFLunLxxNJ4IEFkNwo9SfveLFJA9WXVmkSUFWfQuvCvmZb0i4zZ_F-BOfu6R2ouZHXulVfAGnYB062ZS1iUY8jk3pE8xT4c_pBdeTxGPkK9POT3u"", ""AZose0kHkN5JzIivMnwWqkUSkkMwCmpARDjvgxWVMh1riZaMGCNuZTqerddbcMnuMogZVp3lfuAzl7xbZ5b2zIhj-qS1Hcd8mzod2qBfAcBza0zEJcIHIkoTqUA6YLa79yac2h740YgM2KRyVuTmCHcJzwxCCjrnrt-L4QAuMrLKSL9Q5EFu"", ""AZose0lj0KZT015McE982QZAbuttMdh4uovGwc0h51hqOVI-FiEpDrSlXsGRKeAHQz5TbMiwAscy-54Q5BJ1eeG9-5Po03HJTBk3qDvSnrxrthKlMEpIv8dKuLyA4wF5yJl7gP89W9gpv4Bzjfv6HJutPG7TMSeBSDW1uzJjNb2HCcmz1JEK"", ""AZose0mPcxnRohCFsrgZxXK5G_sP4tPBFshabOeXZmemNdqT7zwICkysWuvtaZiMbcGs92BY04m28k2yGslXXd1UCyZHehhJ_WzOEE1WWuV96GD52mIrbWgaJq38kEm6xvDjylsPyCIH2oqMLxwVyn9C4P9inhdnDmS9mWqkTMWyiu2_kaCJ"", ""AZose0mv2hCyimge-iU8OEkuHm4mFTw5UePYInVo-qmYPEccPukd_N1RFtVccRBu7yLKLRVk3YzidJtbt-ixJsqO9kMxZltC9oMfgFtyfqsi9kvdcoKEEs4i0RowfKM1vnfAxCLJqgR1N4XxkZI_7Iy91rJdlLkloRM7DOoEc1a8G5lI-gxw"", ""AZose0mh4HwN10uvQS0Wo8nApE1DQ4QKh7PIi3BTE-RJy_gDlfGmrJfprYWIlM9IVw9QP9rO1JmTj3xCFvr_TeeE19yP62Qyu5Era56IdHk5syZztn5vEYNgSEg4UfC9FzPQlUCUIcXgeSFXpRM21J2Mgw9wfo-IL0LsH3GoNJB2zZ4FeCEN"", ""AZose0lbC2kyZ9lsgbSeEG2wqYppJ2za2XaYeicO7suNOEg80WXt8NnmIhJudrQDj_CmInFeJM5C0YOwIaxy4Ts_nVD4RacvYGSKEfSs3Ux24M1gkdswd3KFtP4PFJkumVEhytxrm58eTQlQaP8EBdoiy28dTF6zwxNCpd90M7EEqLOxYZ3u"", ""AZose0nUMqk3sDKNuTEbby73IxEhJ3QL9hPOde5v6xn8SIbPSPniY8CANO-1e3w2pPWmQn3K6RELKJkKVi-PUtayRybqZHu9ItHyLiFDNzl0nqPazkIHu85YhGYqLjoYUQHk3JjRUALiu1xy9LSABKmz0xP5TtraZZBe-78rLyaMIDXC1MU-""]","210,891"
4,Port Lambton,1,42.6567549,-82.506379,"(42.6567549, -82.506379)","""https://maps.google.com/?q=Port+Lambton,+ON+N0P+2B0,+Canada&ftid=0x8825404915daebb9:0x15a3036718e2afaa""","[""AZose0mT5UB-ZLhTPU2Y6jn5AXWKpFxi_UD7UoKOkiQlhmib4dUP0UKa-Y-wjjE8hMgxrVz08usZtYslpzlF_2rWrBWmh2m-pYQXRHxZ7npQE3wRq84MP2ZUc9dHgDprR4LjyrWRzdm1YLb_f48gLRMnpw2vFp41KsdK6ThiLEGWEZHrtPQ"", ""AZose0nXFywq9N8d-TdQS5eD2vWCV02Vcd-MYvSqg3eoskQp0REb7LaCiGSnrqNEWFKDZwUbYqpR0nZC-s1msKXYlj1TBIfQaZPZXm_8amsHDNH_1a2s3j78j1hM5Pz0ZlmHoQvX6ipYy-b0t7jHZCPoqIdktF1Jtxz6G9ri-uGr6AQW_58"", ""AZose0lZjBDvEwnb14PuQnBQPCU9DxnhaEYQGxYD5ecmmi8fn9-OmPO6ViDhuILo-USwMZGjFRHeLRJmV8VMY1wELQTE0om9O0aq5ZKZ11fhXTvrbwRAAyu-lCtZiqNb3PwvgDg89gNrLWJX1rN1Uz-gmseKhct5OupQB_c-q8dxulwLfHU"", ""AZose0nWOtP-5c1uZBs7GzVtTVy1jaheYwx9cwqqOe8ojzEPShGB20LbTk-FAKq9YxSqFCcnTVZK_qpjckvFYBPLv3QxnH_JDG4fOLClT8GY_FUlzinIfVF2UfSktG1mnbh0N31YSSQskZmmJgSb66gTXCEepsxZxiUXytYIaN_TU1Vr3Qc_"", ""AZose0mfQE4KGUcsQYnH0EONQZqR1qZIjwzixUEMYOO0U8jnvjYKIvpoEYkU2DpfhciJ_8161dqmX0pnri_f-Giy25FAU_3Gd3h0SDZp_DA2A4lgQkdhb3g-l-Oa3YZYu5Ay9h07iLjWlJK_1EmXsSnfGtIbc1BfPiqWsELmR5z6O5-NY35-"", ""AZose0lojshCPQDobo0qnUA5344E2UxA0T4vcSEdr3iJTrdInaUu1IxBKKKBd1sUfyvruxT0KySpGNaLBkIoXUOOiGyKKK0Z9JSddBYgJfuZzjNgRnXFKV1COPX0W7OPlgXGta2AyFENVkcTA2gy5aoZTFVDucDI94YZfOhbdThYteoJc-Im"", ""AZose0nu99k-uIrZWCciRvIh_Gxu01hOXQ9E6tZ9C6P2QgYLPjKAEfk2gHpiD60hYLeJK9I8kGqNBFxe7L_Z_bU1zlKduonF8KSgByaIh5Q9_VX_sWfSqKOgCaTV-QvvUzrTkPLtGd7hLNAaMaUzLnR5Cf9iTurlAJo7GbF8-uCZcbE6yEtM"", ""AZose0mRKNSsQ3-jiqc42tqihgLiQuRf-8oE7xCxqXsVmQfbom_7e34zaFeuk14O0kfjUA-D_f8X00IS0YcTYKsuXCJIwn85_vtQ0npkk_FkhTdtU6dcvv842ocRrmpsk04QEjQ0zgSv_R4C-XYnA09sDEhQr_ERGldI58oikrAlEaPxfvI"", ""AZose0kOwQuDYq6U9nhDxjKz8VQg7luJjuAUxhsCKFMMyrEWmNW5JUpvjilavDescC9KPYCUzBzD1wTC1mnoiTqkFcGmRigL52INL2DmIqylLQi_cLtMIdI4HP71L9VNvVbzXxLawNlDWVo1L_MVJKz117a6N2V0otLjEpkwYIi9NFFbLfs"", ""AZose0kOYIo1OfeDdmx6ESwTzrf21YtL2j7at4Wn0K88aGLpDm1rAsNjYo6T4WMVnoFeoVQsfMX2z3UL4jjNYGAWHQBf1mOxlO7oz7oJ8_xSzmB9AMD-8ajUXobVM-Q2MFnfEymzZllBUJJ3aj_DuWhHs9qJB5BLt5WXoqAjrqflmK0cGVA""]",0
5,Port Stanley,2,42.6641353,-81.21563290000002,"(42.6641353, -81.21563290000002)","""https://maps.google.com/?q=Port+Stanley,+ON,+Canada&ftid=0x882e432264b66149:0xa5066d5cba441d98""","[""AZose0nE-YPxwOsQaM2Jk4LWV4OLSVBsD2VuYFAHyB4xpW1ZNW2Lk0r8ck0OoR58H2qU-9rGsJ-oKg4XS5mtJcpcA_2WB-ibE8IAX9bdYl_Abj6v_7UU_LT6uJ-5_pB7HbhHwTJsw1S3ySUAuekbk227AOoslGu5vzC2eM0TBqSX5f5r1VM"", ""AZose0kIp0kMpOVgURZu8Ws_rfd-p9IV1eXhYjuJ4067xPZH7Le0Qs4Sxd5Ro_5-SiwK2iNpjj5S5SpisNnkOA32zlhsgJt9jVC_jZRIEnA_MiY87LWqCAwr2exRj2l3ngmH1PJPsmVllehoHWFcmTu0JG2d1k-N-FsmoN7ZUx5E7E2lSQQg"", ""AZose0mz-CGdMMqoP7zIB59Qoe8Us_wME66LHcoVR0k953AgxExSdjSf9ocihc3uAJMtwRZarFScUmADEL6ZyTT1uu0Uk1Vti4YVqz-jtUhu4_3CFFbQYpZqaDEo80CvUocI6x2e1hjAAl6xInSUJ7hp1e0q7jIqzU90JEtdJkG2gRX_SZxC"", ""AZose0lFf0LUN8lhDB_upa-Qw_sAgnY5u1YI0rJfTm07JRoKsFyZxlhcG4oj98EWkS5BkgMOztWF2GUcm0VqKmfRc2X8yARIGpaWhr5039lRshEPy57kiUCaHoTvdJ7qTEELbPmKAMVCO3kBPiwuzgXF2I6XbfBIQd4voAoolxyzPwcU_2Mz"", ""AZose0k1RRMBy04WoM2A93T6J2hfJ2Rn0C3vnZmipjBGDPEoR3cDu9XKTtvGWfwPntkulsaP9kzLeVlY61Yy-hox8NY8HJqU-VVPjAT_u0FyZt393GxwJfAR95N70sKmJxwuLhhWO3aTVCZCforpOaJ1eaahSHmsDlyUo1jrhXtGBWuk1x0j"", ""AZose0kL2FvS98ya0zAZlncTJWPLLFemI4EvVcdfLy5JeC3ulTmu4gjXE_4baLS6mR5ZU7aQ75ddXzCTDcqIEVhjfZDohHTrwQDX1iR5an8p42n1KfHLKryiqguv3X1baPv8PD6w2LKHIKyvuAdmrwtsT9zifwaSdtR9CD7S32oElll3NAWl"", ""AZose0m2r3JobU7mxZfvLrgfiJA6wR8Yv5cCcTsoJDmdzOycFlIyEaM-FxscuoNJG27nFATd5vZ0bNE1laZ_QBdfyv9tCh7J2ZqzECCLX3qOTc6h44N75QfIcrDrbEUBsXHkGxoNqt-8twW9wwR_ZvcfSGvtEkzVEIX1mgSHknM5tA1DH3to"", ""AZose0lhpFFITwAWW-E0oQPgug45EPs7zjNsj2vOA8U6NBvgLvr2XM5rTGzoADY3ruBDHi0Fib9Fh_lEMcNmvB9dGqpZJDO8xbwJmQtKevslmZ244pq1jq-HHxeWhJUP31uhwe76OR1D93GaBPEPwApcgaVPxkYp-8_nfoXrFrYf4f5VRaBf"", ""AZose0kaSnFdDr4aKKXHrcwTSkbUTeqPhZBSKNnLYPOW7Z0Px48mXn0tcv96itU7iwVdeqUBNDB00QGeLl3ONcOyrDEsAmROLcrpw9l0b9BiuYfbY8chHToXzQcuoKbmDqnEyLLV7tDaRYEbNLxZOTzYEbll4z3TuSw4WZTzXcic4jU8WssV"", ""AZose0lL9m_qlMOq7ub3JacPFHYjma-PTlFJ8fqvNw8126k1xJT_HV_GYaVwnut6gkiu93k9-E2_X6DZZSc9-AcZXKC6tvaVZ6Ego-QQRAGuh99Wlpl10MmuK9NoLFlht9nfG9tR6XeUO3nwJhMh-zkGTdYtIevJqF8_jsh886peOEv8MUfR""]","2,663"
6,Union,1,42.704345,-81.18935599999999,"(42.704345, -81.18935599999999)","""https://maps.google.com/?q=Union,+ON+N0L+2L0,+Canada&ftid=0x882e5d9fbfa35f6f:0xb94c64d42527b375""","[""AZose0lBCe-v6YoD6lEzhZIp2plTZvOUy2vSf8N2SK1LmGqYsWPU49xona0Vb6jVlV-2SH_GaAbKV9EDPHrK7JbmysvtTcsu0gKRAw6X9x6xrGoJpJVsU-Tb6lqKWILQBBwJKpbR0jdYStDeAOi7K--0Y_jFDpivwdC-w1PiXfJ-npGY0H0o"", ""AZose0kAYdej3LpEiZTKOewfzXh_dxN2m2YbfUkNZGVltF8E4Q0tmeU7aIuylKJbTEy9zsBjJjnAKt2VFV-2W25QLBT7Wpt0UPvM6gc8ne90K0uDgpH8mAHCWvDOCm_j1HRyxLaecclF0GGSGif9vSXJgfqymlCUI2TO6N5j_mvyGnTXuFvB"", ""AZose0mgRfuwBq8P_qU70fc1XjuNKi3FpgYBHt00pJuwKwnoUykA2TerPI6facThJbOOjYYUtWBOI_mKZDArgjlLGv68cLGe4nN3ZIBxvUOfceFzis4l7EOtOrAh70xAF8XQAD8-44O8-QpuTNaEXA-UgyOqBFMR-63gjbjDKat8J-YBoSb-"", ""AZose0kYwb_B5tmHE8AMS-jJzqZeNJXJu--HuiSpm6-5jIprSt_u2c-HnnhysDMxbvJXKFS_C3U8nNe6a_J2Ra3V-8wtNqmIQltt2fxV98IlpVGAiMcJo2twU6fz6iQ9FC4iyxAcDQE0oUGQCswXXe7-1zbU12L2RNZPRTplJY7qD55U3skp""]","8,639"
7,Sombra,1,42.713673,-82.478398,"(42.713673, -82.478398)","""https://maps.google.com/?q=Sombra,+ON+N0P+2H0,+Canada&ftid=0x88256c1f8f99bdab:0x74d3354b494efbe5""","[""AZose0np0tf9E0sD8Xgpb_iK0mu9gMH0TOlTRPSBCRdzpIlTKejNanh3h9dWzm20I4E5MuncEWzW9i48K4OxkXCfhBOigajmlO2GfPIljnapzG1juYBL5X7ZymsYohl7vuFJ6Uv5CXVTBHQrZiX6FThsMI-r17wjPyoA7N27pKRNjw8lAI3b"", ""AZose0m1nO7SFhSJIXV8mSid_NUtelKqLVyrUsmurODA7wJJbclhlUAIw9i56ZsmbKSLFzw5qJfEllNE-_BBDImLmvJm9JpIIOAqS7j3EbD3dIvvoG5OYx7S0BEj0itE91B1A4dGFphBXKzzUj15xufgwSX7YYUz2Y-scFNTpx2kKFzBqryl"", ""AZose0lXG--K9oFX2lVB4tOmh4jsUA2l253Im6ohkzasmbt-xCAV8kk48ZiihbK-kG1aDY_On28qY5d93NZ82GgGAzDqr-eh3Fg3pFJnh5G48Ujy31oxXB7lHMMzl4-AFfRTnKBw_9SXuYd4Iy7UxGeJDhOWPaZBfaXjOyPhwD8EAPCkfqF4"", ""AZose0k-NKJaUjF0vy-FgZyPMtnsvz6xEkSt1yIoWDd5HSa1MWtXCnjpeYDnXoe9zaUGxMYIcZ6RVolwYkvWvNofkxbLnQmR9cqKImRXigXTxe5T-yxC2y2u94IaXSHlZesGEhsfp56AYctYxpF2jvSai5r2ZWSfnOls2oh_kquoQnvQcm0z"", ""AZose0mCLZHUxRAZ_SpJgOpwDBNKJ4TOOoA5ymLAT6laMdjZuZsyy2dyEslBJzbCc1mp69KzEox-5MnCVx8KC-SO0gq_0jbv9iUHdF2HR0NTPhOYggUZvC2baq3xFasl-MU0kSO2Ey6DWWiy7XrI2akUJNK9tv4ISx7rendPpPhXylx0jbQF"", ""AZose0mWX_-UpXhr5-c_0Fa5I4fEVq7wjSYzmMD1meGQWseTmqQaWLsyK9eAK-vUfscvuIfywXdg3IY6JrHS3RhEQzg8XCoGp4K3zjTLXXYg5uU-eYdUjUGqbeGyb0pUlxYx0LU6KF5g1JVYlpsMri_lZlrhFBzXqIC4eUdLp4wByh7DhEM"", ""AZose0nFt75i2gHY-M1dlllzJFvJgyMbOvpPvLOoGO-7SFxPqjAgkx8bI9ge_CTIoQx3wzGHq4PQ4WzCoJCHDFMeTGcoWTIj_7st-O5YiZJ16GKPGTsTr3l3o3CZ1UdAodM2RGHrz_tPbfzZmYhKh9fpXtWP_WoL2RK-yusRbe50oc_vCEt8"", ""AZose0kxU5Yw1v7ZmEt7u8CnyIet7DeZV2u_l_t_k8rdSG5dCecMMo9xAiE_Y4vNvXH9V4z0ttLe8C-ttoz_H-_niI-CeQGJ-oAGpNMBA9Lm9l7i3WhF1pZ--92TByPcCbHbBWni_BDO2pjoPU3QlCDCmyHpeKcnhMe8K8G1_CtFQ5mmnCfb""]",0
8,Victoria,1,42.7623971,-80.32301939999999,"(42.7623971, -80.32301939999999)","""https://maps.google.com/?q=Vittoria,+ON+N0E+1W0,+Canada&ftid=0x882c4b59f8ee981b:0x30d11ba4322b5893""","[""AZose0nJPr9CtRw5vQUZpFUQ64J63TzgbJK6meq-6G_pR2_q-ZSBhc2oGBlHA17hKX2q-F3hp-9eUTWAT95xiSa7OgnKTIthfgB0kk9cZzCI4QWCLvuiiSvx6LTRCS9JOI6sATDeped0StILoZmeRdLBrjdF_TFiGvKw-Us9z4180on4-k0d""]","75,423"
